param,rf_mse_cv_results,rf_adj_r2_cv_results,rf_mse_mean,rf_mse_95_ci_lower,rf_mse_95_ci_upper,rf_adj_r2_mean,rf_adj_r2_95_ci_lower,rf_adj_r2_95_ci_upper
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}","[11.734677419354838, 15.058064516129033, 12.70241935483871, 12.553225806451612, 12.787903225806451]","[0.3684330122904096, 0.3448265940283649, 0.27592830348622144, 0.3876278023036107, 0.38293626739254727]",12.96725806451613,11.425836218496388,14.508679910535873,0.3519503959002308,0.29527151043668887,0.40862928136377275
"{'bootstrap': True, 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}","[10.995967741935484, 15.70241935483871, 12.408064516129032, 13.403225806451612, 12.404838709677419]","[0.4081907856903123, 0.31679084256246215, 0.2927073123889914, 0.3461630524403194, 0.40142055023221046]",12.982903225806453,10.815768229981824,15.150038221631082,0.35305450866285915,0.28979171952360944,0.41631729780210885
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}","[10.995967741935484, 15.70241935483871, 12.408064516129032, 13.403225806451612, 12.404838709677419]","[0.4081907856903123, 0.31679084256246215, 0.2927073123889914, 0.3461630524403194, 0.40142055023221046]",12.982903225806453,10.815768229981824,15.150038221631082,0.35305450866285915,0.28979171952360944,0.41631729780210885
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}","[11.475, 15.362096774193548, 12.620161290322581, 12.843548387096774, 12.618548387096775]","[0.38240899813622686, 0.33159821067086126, 0.2806172320015161, 0.37346526914347333, 0.3911082661216615]",12.983870967741936,11.20411926768308,14.763622667800792,0.35183959521474784,0.2948496342843237,0.40882955614517197
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}","[10.893548387096773, 15.73225806451613, 12.324193548387097, 13.453225806451613, 12.516935483870968]","[0.4137030533996875, 0.3154925662117257, 0.29748818067909566, 0.34372394950718455, 0.39601146535913]",12.984032258064516,10.763173186355985,15.204891329773048,0.3532838430313647,0.29086364265409825,0.4157040434086311
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}","[10.893548387096773, 15.73225806451613, 12.324193548387097, 13.453225806451613, 12.516935483870968]","[0.4137030533996875, 0.3154925662117257, 0.29748818067909566, 0.34372394950718455, 0.39601146535913]",12.984032258064516,10.763173186355985,15.204891329773048,0.3532838430313647,0.29086364265409825,0.4157040434086311
"{'bootstrap': True, 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}","[10.893548387096773, 15.73225806451613, 12.324193548387097, 13.453225806451613, 12.516935483870968]","[0.4137030533996875, 0.3154925662117257, 0.29748818067909566, 0.34372394950718455, 0.39601146535913]",12.984032258064516,10.763173186355985,15.204891329773048,0.3532838430313647,0.29086364265409825,0.4157040434086311
"{'bootstrap': True, 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}","[10.893548387096773, 15.73225806451613, 12.324193548387097, 13.453225806451613, 12.516935483870968]","[0.4137030533996875, 0.3154925662117257, 0.29748818067909566, 0.34372394950718455, 0.39601146535913]",12.984032258064516,10.763173186355985,15.204891329773048,0.3532838430313647,0.29086364265409825,0.4157040434086311
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}","[11.582258064516129, 15.299193548387096, 12.65967741935484, 12.873387096774193, 12.646774193548387]","[0.3766363083303459, 0.33433511757241396, 0.27836470751867837, 0.37200967545757024, 0.38974626633347587]",13.012258064516129,11.306138689409511,14.718377439622746,0.35021841504249684,0.29416980130090564,0.40626702878408805
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 1000}","[11.696774193548388, 15.399193548387096, 12.523387096774194, 12.903225806451612, 12.583064516129033]","[0.37047298537970597, 0.3299841373699459, 0.286133618490098, 0.37055408177166715, 0.3928204944268092]",13.021129032258063,11.280289614569663,14.761968449946464,0.34999306348764525,0.2974794929392547,0.4025066340360358
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}","[11.662096774193548, 15.162096774193548, 12.589516129032258, 13.111290322580645, 12.731451612903227]","[0.3723393437379984, 0.34030017107579735, 0.2823640877229002, 0.36040426634023537, 0.38566026696891864]",13.051290322580645,11.44376759281043,14.65881305235086,0.34821362716917,0.29803865735042256,0.3983885969879174
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 1000}","[11.603225806451613, 15.491935483870968, 12.595967741935484, 13.003225806451614, 12.629032258064516]","[0.37550781257882027, 0.325948954117657, 0.28199632862366153, 0.36567587590539774, 0.39060238048604967]",13.064677419354837,11.260984233615094,14.86837060509458,0.34794627034231723,0.293373767463466,0.40251877322116847
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}","[11.557258064516128, 15.40241935483871, 12.626612903225807, 13.057258064516128, 12.682258064516128]","[0.3779818224956264, 0.3298437831698662, 0.2802494729022773, 0.36304007112281644, 0.38803403802832803]",13.065161290322582,11.300911261580296,14.829411319064867,0.3478298375437828,0.29353817692380835,0.4021214981637573
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000}","[11.624193548387098, 15.441129032258065, 12.63225806451613, 12.928225806451612, 12.738709677419354]","[0.37437931682729464, 0.32815953276891086, 0.2799276836904434, 0.3693345303050998, 0.38531003845195655]",13.072903225806453,11.313193474464557,14.832612977148349,0.34742222040874104,0.2934102476993132,0.4014341931181689
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}","[11.595161290322581, 15.50725806451613, 12.601612903225806, 13.021774193548387, 12.641935483870968]","[0.37594184940633, 0.32528227166727874, 0.28167453941182763, 0.3647710473979444, 0.3899797520114505]",13.073548387096775,11.261371305523387,14.885725468670163,0.3475298919789663,0.29291653411035684,0.4021432498475757
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}","[11.55, 15.581451612903226, 12.57983870967742, 13.050806451612903, 12.67258064516129]","[0.37837245564038535, 0.3220541250654476, 0.28291572637175855, 0.3633547940819306, 0.38850100938427745]",13.086935483870969,11.222895933095261,14.950975034646676,0.3470396221087599,0.2925507746002693,0.40152846961725047
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 1000}","[11.470161290322581, 15.575806451612904, 12.587903225806452, 13.165322580645162, 12.651612903225807]","[0.38266942023273287, 0.322299744915587, 0.28245602749771004, 0.3577684615576542, 0.3895127806555011]",13.09016129032258,11.201661276809123,14.978661303836038,0.346941286971837,0.29151098910474527,0.40237158483892876
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1000}","[11.55483870967742, 15.528225806451612, 12.683064516129033, 12.99274193548387, 12.69758064516129]","[0.37811203354387934, 0.3243699693667612, 0.27703158078393786, 0.3661873007139582, 0.38729466671474155]",13.091290322580644,11.267406200432887,14.9151744447284,0.3465991102246556,0.2898119302857539,0.4033862901635573
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}","[11.628225806451614, 15.42258064516129, 12.646774193548387, 13.133064516129032, 12.679032258064517]","[0.37416229841353965, 0.32896656941936864, 0.279100225717156, 0.359342076353225, 0.3881896951469779]",13.101935483870966,11.352091872354467,14.851779095387464,0.34595217301005343,0.2921263517926702,0.39977799422743665
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 1000}","[11.598387096774193, 15.466935483870968, 12.611290322580645, 13.088709677419354, 12.745161290322581]","[0.37576823467532616, 0.3270366991682738, 0.2811229007629694, 0.3615057966971349, 0.384998724214657]",13.102096774193546,11.321912784874758,14.882280763512334,0.3460864711036723,0.29334831687381735,0.39882462533352725
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}","[11.549193548387096, 15.543548387096774, 12.587096774193549, 13.268548387096773, 12.67258064516129]","[0.37841585932313626, 0.32370328691638317, 0.28250199738511483, 0.3527328942118275, 0.38850100938427745]",13.124193548387098,11.277579062100724,14.970808034673471,0.3451710094441479,0.2916635050909561,0.3986785137973397
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}","[11.595161290322581, 15.545967741935485, 12.640322580645162, 13.17016129032258, 12.751612903225807]","[0.37594184940633, 0.3235980212663233, 0.2794679848163949, 0.3575324193383186, 0.3846874099773574]",13.140645161290323,11.322483019909713,14.958807302670932,0.34424553696094484,0.29069830475749786,0.3977927691643918
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}","[11.575, 15.650806451612903, 12.549193548387096, 13.248387096774193, 12.738709677419354]","[0.37702694147510474, 0.319036509763736, 0.28466258209314277, 0.3537164034590594, 0.38531003845195655]",13.15241935483871,11.261740069347066,15.043098640330353,0.3439504950485999,0.2918753105362052,0.39602567956099466
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}","[11.569354838709678, 15.670967741935485, 12.664516129032258, 13.241935483870968, 12.649193548387096]","[0.37733076725436165, 0.31815929601323834, 0.2780888881942494, 0.35403112641817347, 0.38962952349448843]",13.159193548387098,11.261005554042125,15.05738154273207,0.34344792027490223,0.2868734324894538,0.40002240806035066
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}","[11.77741935483871, 15.595161290322581, 12.615322580645161, 13.266935483870968, 12.667741935483871]","[0.3661326171046073, 0.32145761971510933, 0.2808930513259452, 0.3528115749516061, 0.3887344950622522]",13.184516129032257,11.386356730865455,14.98267552719906,0.342005871631904,0.2899172352594188,0.39409450800438917
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 1000}","[11.709677419354838, 15.580645161290322, 12.685483870967742, 13.216935483870968, 12.881451612903225]","[0.3697785264556901, 0.3220892136154676, 0.27689367112172336, 0.35525067788474085, 0.37842221095170314]",13.21483870967742,11.431211112035205,14.998466307319633,0.34048686000586503,0.28892553855398817,0.3920481814577419
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}","[11.719354838709677, 15.968548387096774, 12.650806451612903, 13.213709677419354, 12.740322580645161]","[0.3692576822626784, 0.30521162105589406, 0.2788703762801318, 0.3554080393642979, 0.38523220989263174]",13.258548387096772,11.260941424250182,15.256155349943361,0.3387959857711268,0.2829929394707459,0.3945990320715077
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1000}","[11.655645161290323, 15.87258064516129, 12.656451612903226, 13.325806451612904, 12.830645161290322]","[0.3726865732000062, 0.3093871585082626, 0.2785485870682979, 0.3499397279496893, 0.38087381057043745]",13.268225806451614,11.309686273457373,15.226765339445855,0.3382871714593387,0.28439040044783387,0.3921839424708435
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}","[11.743548387096775, 15.834677419354838, 12.685483870967742, 13.223387096774193, 12.859677419354838]","[0.3679555717801488, 0.31103632035919804, 0.27689367112172336, 0.3549359549256268, 0.3794728965025893]",13.269354838709678,11.363914404271673,15.174795273147682,0.33805888293785724,0.2847787273641877,0.3913390385115268
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}","[11.606451612903227, 15.841129032258065, 12.625, 13.474193548387097, 12.804032258064517]","[0.3753341978478163, 0.3107556119590389, 0.2803414126770869, 0.3427010998900635, 0.3821579817992983]",13.270161290322582,11.301727936490616,15.238594644154547,0.33825806083466076,0.2847356217415749,0.3917804999277466
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}","[11.665322580645162, 15.894354838709678, 12.674193548387096, 13.426612903225806, 12.762096774193548]","[0.3721657290069943, 0.3084397676577252, 0.27753724954539116, 0.3450221817135306, 0.3841815243417456]",13.284516129032259,11.311612746309233,15.257419511755284,0.33746929045307733,0.28236722569112027,0.3925713552150344
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}","[11.623387096774193, 16.013709677419357, 12.516129032258064, 13.305645161290322, 12.971774193548388]","[0.37442272051004566, 0.3032466622547796, 0.2865473474767416, 0.3509232371969211, 0.37406381162950897]",13.286129032258065,11.236771464928678,15.335486599587453,0.33784075581359935,0.28721623143315994,0.38846528019403875
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 1000}","[11.705645161290322, 15.88225806451613, 12.581451612903226, 13.391129032258064, 12.929032258064517]","[0.36999554486944497, 0.3089660959080238, 0.28282378659694885, 0.34675315798865847, 0.3761262684516187]",13.297903225806454,11.347242027484329,15.24856442412858,0.336932970762939,0.2871283342928236,0.3867376072330544
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 1000}","[11.60483870967742, 15.964516129032258, 12.75, 13.441129032258065, 12.804032258064517]","[0.3754210052133182, 0.3053870638059937, 0.2732160801293353, 0.3443140550555236, 0.3821579817992983]",13.312903225806451,11.297274166703064,15.328532284909839,0.3360992372006938,0.27841655490515815,0.3937819194962294
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}","[11.662903225806451, 16.008064516129032, 12.71774193548387, 13.439516129032258, 12.766129032258064]","[0.37229594005524724, 0.30349228210491874, 0.2750548756255293, 0.34439273579530216, 0.3839869529434333]",13.318870967741935,11.292310789983263,15.345431145500607,0.33584455730488616,0.27873638164498415,0.39295273296478817
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}","[11.650806451612903, 15.90725806451613, 12.65241935483871, 13.529032258064516, 12.890322580645162]","[0.372946995296512, 0.3078783508574068, 0.2787784365053221, 0.3400259547375931, 0.37799415387541624]",13.325967741935482,11.347673702142442,15.304261781728522,0.33552477825445004,0.28281324207843783,0.38823631443046225
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}","[11.716129032258065, 16.050806451612903, 12.653225806451612, 13.442741935483872, 12.785483870967742]","[0.36943129699368227, 0.3016325889538639, 0.2787324666179173, 0.344235374315745, 0.3830530102315347]",13.32967741935484,11.291816019676478,15.367538819033204,0.33541694742254863,0.2803815008350841,0.39045239401001314
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}","[11.573387096774194, 16.00564516129032, 12.807258064516128, 13.441129032258065, 12.846774193548388]","[0.3771137488406068, 0.3035975477549786, 0.26995221812359105, 0.3443140550555236, 0.38009552497718846]",13.334838709677419,11.298002093787206,15.371675325567631,0.3350146189503777,0.2757544153354441,0.3942748225653113
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}","[11.762096774193548, 15.93467741935484, 12.670967741935485, 13.551612903225806, 12.788709677419355]","[0.36695728707687614, 0.30668534015673, 0.27772112909501057, 0.3389244243806935, 0.38289735311288475]",13.341612903225808,11.376562260337618,15.306663546113999,0.334637106764439,0.28118510740429253,0.3880891061245854
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}","[11.762096774193548, 15.93467741935484, 12.670967741935485, 13.551612903225806, 12.788709677419355]","[0.36695728707687614, 0.30668534015673, 0.27772112909501057, 0.3389244243806935, 0.38289735311288475]",13.341612903225808,11.376562260337618,15.306663546113999,0.334637106764439,0.28118510740429253,0.3880891061245854
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1000}","[11.587903225806452, 16.087096774193547, 12.77016129032258, 13.457258064516129, 12.864516129032259]","[0.376332482551089, 0.30005360420296834, 0.2720668329442142, 0.3435272476577381, 0.37923941082461465]",13.35338709677419,11.277538198497592,15.429235995050789,0.3342439156361249,0.2756182094930784,0.39286962177917134
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 1000}","[11.587903225806452, 16.087096774193547, 12.77016129032258, 13.457258064516129, 12.864516129032259]","[0.376332482551089, 0.30005360420296834, 0.2720668329442142, 0.3435272476577381, 0.37923941082461465]",13.35338709677419,11.277538198497592,15.429235995050789,0.3342439156361249,0.2756182094930784,0.39286962177917134
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 1000}","[11.637903225806452, 15.92016129032258, 12.753225806451614, 13.55483870967742, 12.923387096774194]","[0.37364145422052786, 0.30731693405708826, 0.2730322005797159, 0.33876706290113634, 0.37639866840925573]",13.357903225806453,11.383229080358554,15.332577371254352,0.33383126403354485,0.27892804286560785,0.38873448520148185
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}","[11.578225806451613, 16.076612903225808, 12.779032258064516, 13.456451612903226, 12.925]","[0.3768533267441009, 0.3005097553532271, 0.2715611641827608, 0.3435665880276275, 0.3763208398499309]",13.363064516129032,11.295525295708064,15.430603736550001,0.3337623348315294,0.275725655921945,0.3917990137411138
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}","[11.578225806451613, 16.076612903225808, 12.779032258064516, 13.456451612903226, 12.925]","[0.3768533267441009, 0.3005097553532271, 0.2715611641827608, 0.3435665880276275, 0.3763208398499309]",13.363064516129032,11.295525295708064,15.430603736550001,0.3337623348315294,0.275725655921945,0.3917990137411138
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}","[11.71532258064516, 15.98225806451613, 12.768548387096773, 13.601612903225806, 12.854032258064516]","[0.3694747006764333, 0.3046151157055558, 0.2721587727190238, 0.3364853214475587, 0.3797452964602265]",13.384354838709678,11.397456680933356,15.371252996486,0.3324958414017596,0.276849897668045,0.38814178513547415
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 1000}","[11.791129032258064, 16.229032258064517, 12.731451612903227, 13.850806451612904, 13.025806451612903]","[0.36539475449784065, 0.29387801939946534, 0.2742733875396469, 0.3243291471517741, 0.3714565548921248]",13.525645161290324,11.438397270930421,15.612893051650227,0.32586637269617036,0.2727193402098225,0.3790134051825182
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 1000}","[11.738709677419354, 16.245967741935484, 12.846774193548388, 13.837903225806452, 12.980645161290322]","[0.3682159938766547, 0.2931411598490473, 0.2676996936407534, 0.3249585930700024, 0.37363575455322195]",13.529999999999998,11.429367024411604,15.63063297558839,0.32553023899793593,0.2681915537313454,0.38286892426452646
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1000}","[11.738709677419354, 16.245967741935484, 12.846774193548388, 13.837903225806452, 12.980645161290322]","[0.3682159938766547, 0.2931411598490473, 0.2676996936407534, 0.3249585930700024, 0.37363575455322195]",13.529999999999998,11.429367024411604,15.63063297558839,0.32553023899793593,0.2681915537313454,0.38286892426452646
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}","[11.71774193548387, 16.294354838709676, 12.762096774193548, 13.868548387096775, 13.039516129032258]","[0.36934448962818034, 0.291035846847853, 0.2725265318182626, 0.32346365901421015, 0.37079501213786314]",13.536451612903225,11.397453936903652,15.675449288902797,0.3254331078892739,0.2700012305097873,0.38086498526876045
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}","[11.71774193548387, 16.294354838709676, 12.762096774193548, 13.868548387096775, 13.039516129032258]","[0.36934448962818034, 0.291035846847853, 0.2725265318182626, 0.32346365901421015, 0.37079501213786314]",13.536451612903225,11.397453936903652,15.675449288902797,0.3254331078892739,0.2700012305097873,0.38086498526876045
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}","[11.696774193548388, 16.418548387096774, 12.737096774193548, 13.843548387096774, 13.131451612903225]","[0.37047298537970597, 0.285632210144788, 0.2739515983278129, 0.3246832104807774, 0.36635878425634394]",13.565483870967743,11.363150099828015,15.76781764210747,0.3242197577178857,0.26893028458181273,0.37950923085395866
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}","[11.891129032258064, 16.384677419354837, 12.786290322580646, 13.764516129032257, 13.031451612903226]","[0.3600126978367184, 0.28710592924562395, 0.27114743519611717, 0.3285385667299261, 0.37118415493448764]",13.571612903225807,11.449577213245787,15.693648593205827,0.32359775678857466,0.2691284092406421,0.37806710433650725
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}","[11.891129032258064, 16.384677419354837, 12.786290322580646, 13.764516129032257, 13.031451612903226]","[0.3600126978367184, 0.28710592924562395, 0.27114743519611717, 0.3285385667299261, 0.37118415493448764]",13.571612903225807,11.449577213245787,15.693648593205827,0.32359775678857466,0.2691284092406421,0.37806710433650725
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}","[11.812903225806451, 16.301612903225806, 12.765322580645162, 13.878225806451614, 13.11774193548387]","[0.364222855063564, 0.2907200498976741, 0.2723426522686432, 0.32299157457553884, 0.3670203270106056]",13.57516129032258,11.470182703776956,15.680139876868203,0.3234594917632051,0.27061862998279496,0.37630035354361524
